,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2007-05-31,4.6772648452526555,-1.0745373251693435,0.5962341646018672,-1.032420106667356,0.6039624120507593,3.4428051944827325
2007-06-29,4.79562027875922,-1.1563486682403314,0.4975890226442941,-0.9782570155947364,0.5762020277060068,2.9935809948557215
2007-07-31,4.6380243106295875,-0.8928069630167244,0.34564597400970704,-1.0474552019580128,0.4514270483833776,2.8256588668952483
2007-08-31,4.7808741924216465,-1.0023219542066653,0.5096719062928243,-1.9171559274637773,0.97046035031484,2.2998845386178224
2007-09-28,4.8368642554501395,-1.123056568126091,0.8391787829485354,-2.120095887456084,1.0743408367481082,2.1305320851246083
2007-10-31,4.738705684141587,-0.9661387765551632,1.0111342376226296,-2.1876682428453784,1.0348513009017883,2.2120741828194483
2007-11-30,4.9632114378946515,-1.0986529241121634,0.19914024081816267,-2.8922247496462434,1.0968041073852126,2.4622045648231325
2007-12-31,4.8589620104330775,-1.1521531126269966,0.1648990815105184,-2.2681843722167634,0.497872342849965,1.9913680057175145
2008-01-31,5.0199053020498265,-1.0681944774814682,-0.9291720579137684,-3.3489158733827504,1.1486872869453562,2.4183563290198773
2008-02-29,5.131153783019299,-1.0843739534888104,-1.2410370723517132,-3.4279259956780908,1.920157123847153,1.9082043013603964
2008-03-31,5.244578530240087,-1.2925006220775916,-0.7414118245602378,-2.6493979159528505,2.3720233039738856,2.8206086086837416
2008-04-30,5.086166113133667,-1.2074956794625418,3.1265272479365764,-5.603874869028392,1.3768795146052517,1.8989950777157198
2008-05-30,5.195350895675727,-1.5219794437527592,3.702997441527065,-4.847955598411777,1.199601911039081,2.01847469651143
2008-06-30,5.139895042964072,-1.0963272503892432,4.020506620964584,-4.1953060095746535,1.4552452461179772,2.0732309240741404
2008-07-31,5.0230102294254415,-0.906996078105886,3.512330733588404,-4.698133299681851,1.3026816502730123,1.824431784272137
2008-08-29,4.995129632030341,-0.7472368387543565,3.172993427737977,-5.156633657333912,1.6238938580408362,2.1192533632762105
2008-09-30,5.105654622596855,-1.3353919069574032,2.765023371380421,-5.404535838399712,1.9039011053145092,1.9687869273299925
2008-10-31,4.9694785844335945,-4.95947858442565,6.300639818196016,-8.415478696350746,0.25,0.8892123211764241
2008-11-28,4.491837631246174,-2.490206393613467,1.0423672071000474,-4.114591202952242,1.2013278394409996,1.3276120203299122
2008-12-31,0.08815984921503794,1.6893317751313055,10.44311689400156,-0.9603909933869464,12.15023062497766,0.8618314243627111
2009-01-30,0.013882266257808144,1.3970484160678296,12.793758693780026,-2.0611889621186745,11.410371254715741,0.5668418761820786
2009-02-27,0.01,1.177409088577689,13.108592289842095,-2.1286187678268544,12.427837681253298,0.5083466013515167
2009-03-31,0.3673229598051012,0.7075831560226459,12.4787010616768,-2.2149645095564288,12.12609658731354,0.4686432765025774
2009-04-30,0.35667361918893203,0.5633654235995592,12.639160933772665,-1.5339340577562484,11.728053819852994,0.4278016990260304
2009-05-29,3.4443502680566005,-2.5145852568771643,8.055081185179482,-2.1009249578688967,7.879495110139962,0.6633490156139175
2009-06-30,3.5917322882102853,-2.91269254531335,7.408022659986055,-1.318516666945694,7.862640596120302,0.5416318694804698
2009-07-31,1.6311715223940486,-0.6807220031096561,10.25038028272381,-2.5745919534047443,10.661664723076562,0.33736863595212074
2009-08-31,3.5058332074334557,-2.5461049443173867,6.085643813464925,-2.7498447450592463,8.110428365169218,0.31509675394368225
2009-09-30,3.2709780350192217,-2.697643470629704,6.8479435764310805,-1.5248888136828482,7.880492587214551,0.4061036638066552
2009-10-30,2.029546436904663,-1.2426091307502372,9.694411274343473,-1.7664837070611346,10.53697783015248,0.3218292022175949
2009-11-30,2.1590269001600597,-1.6634210949015769,9.519868073292617,-0.8088315466856884,10.185300528654725,0.3323381667841875
2009-12-31,3.4603685372567994,-3.1857074748500858,7.38625290715345,-0.3120624323179293,7.8213709467447945,0.4746686715781772
2010-01-29,0.1708517107320004,-0.02433506761511005,13.82699466243999,-0.0921453161575122,10.998344380461814,0.3421664038208768
2010-02-26,0.2385217425458775,0.04104245530277861,13.224638582975226,-0.9904539997917028,11.421705658931195,0.8022529394536868
2010-03-31,0.4381959963546293,-0.15932278532095442,12.69139445025984,-0.8817741597304994,11.006303700693042,1.0526010798982326
2010-04-30,2.837891187440988,-2.5988429767710373,8.79265902399775,-2.889868190485523,6.660522575274677,2.690395546644789
2010-05-31,3.72128974520378,-3.4838476512694663,9.284786141807148,-9.440054289115492,3.588400678872422,2.4379279998822794
2010-06-30,3.2070287189924986,-2.8552436146575797,10.347265179682967,-8.642297061363832,4.377399750455705,2.7227394588744147
2010-07-30,3.4804639620451687,-3.0511723179858232,10.041541363101343,-8.755285330673926,4.256843262288049,2.961412355982149
2010-08-31,2.4675840342625768,-2.011691255495763,10.060132458268145,-8.653853864557044,4.3817706409354695,2.841331541559689
2010-09-30,2.7575718894544186,-2.206144039267055,10.28422937338138,-8.335363686245117,4.706722840744788,3.2647773262685376
2010-10-29,2.599903664201337,-1.868263042270413,10.641038942922368,-7.94462169340829,4.98256118238746,3.2467360638480693
2010-11-30,3.0080898662741102,-2.374987257615684,10.085049899737596,-8.044663897835177,4.287091706438344,2.6678274236980366
2010-12-31,3.2996335002363253,-2.8059074616052144,9.954167257067015,-7.775306192011935,4.1962090690516245,2.451587934176893
2011-01-31,3.0952999052226304,-2.573135026318256,11.242142569159643,-6.230557783984938,5.370081331028708,4.100974496690303
2011-02-28,1.605536848210636,-1.0487827727648065,13.38786945336984,-4.068859676664233,9.260119078124449,9.068777794261694
2011-03-31,3.668879471383616,-2.9566920782163324,10.811439495881446,-5.801455891076097,6.491793196492727,6.919825197100862
2011-04-29,3.921049765243199,-3.0430188071653532,10.087912259062696,-6.37317860769652,5.984092603798553,6.225210462627977
2011-05-31,2.6895596081997644,-1.7645522868380203,11.193833451028103,-5.329750717035533,7.450957948853063,5.835491112446777
2011-06-30,4.386167253380641,-3.1852640078593715,7.561780370336603,-8.039206094308803,3.5212056913304846,2.8652303879377743
2011-07-29,3.364579844966175,-2.371114315729,8.616256531910931,-6.799025180122932,5.169834141343127,3.371122356753657
2011-08-31,3.4084596657291315,-2.790247007348552,6.908106748399185,-6.036057581097016,4.913895909481491,2.8948925403787946
2011-09-30,2.5958927856843905,-2.3811820235789494,7.481927068322792,-4.061966950398881,6.3371893095110945,3.734968653997828
2011-10-31,2.535909666419088,-2.201327525563033,8.101996554679614,-3.7313253661931585,6.874818579719807,3.115578147540015
2011-11-30,3.4251926649773754,-3.2523445916096985,7.271575902524621,-5.463121294771322,4.285722673032108,2.3929101624184206
2011-12-30,3.013114428313316,-3.003114428319688,6.569081649228232,-5.6767672492711965,3.9024671924276007,2.1288710622173883
2012-01-31,2.1174610000083,-2.012715016090964,15.988868123900374,-12.27170127771508,5.076250240014968,3.4571715287557168
2012-02-29,2.99346912876943,-2.8647151272930884,28.98315824025127,-28.597730392225927,3.5984824515814453,3.134125773575471
2012-03-30,1.8287847259756167,-1.765806776932151,25.360954602540712,-21.189968017992705,4.995126833521509,3.9037170766797744
2012-04-30,2.3947152200470176,-2.362060450311668,24.44142142212507,-22.069727222551304,4.55051710533636,3.7013192647951594
2012-05-31,1.9612339440166104,-1.8595228601371852,23.768588948749052,-22.737206539877374,4.238291720872439,3.5611623452804597
2012-06-29,2.8398056580225237,-2.7783106108081217,23.40655987684723,-23.071801227583684,3.888396621399076,3.3150342630189176
2012-07-31,1.9963157189866332,-1.929299601194791,23.674972822799464,-22.786398314156138,4.493082876358988,3.610871914640788
2012-08-31,1.9794516639042732,-1.8807664569887859,23.73722823484742,-22.72352749657164,4.495341653863221,3.6039217642989234
2012-09-28,1.0186628856439637,-0.9596639539207894,25.313039021315497,-21.19366094800501,5.823819838539529,4.356405503572093
2012-10-31,1.4101570529014271,-1.3639328262250396,24.89744580346556,-21.57952048894446,5.5617832308014705,4.281996834095667
2012-11-30,1.4610216617556715,-1.3809533589707836,24.68014900328411,-21.874050872017477,5.705999549202451,4.396246026221398
2012-12-31,1.2308159488350583,-1.108724895896855,24.60103073976638,-21.939655537827004,5.529813272790481,4.2084160393840415
2013-01-31,0.7001067038539279,-0.6432430701619317,26.178655572212392,-20.369385754783842,6.6575988335096765,5.1729090214385405
2013-02-28,0.5521672425793267,-0.502711958030267,25.978310239942413,-20.558829060796988,6.583831031256755,4.826594123685827
2013-03-28,0.4539397061507994,-0.3880944208081007,25.92549119183365,-20.61154355788415,6.784687196059521,4.9438993617521945
2013-04-30,0.009999999999999998,0.044706256661639916,26.180898484866525,-20.41811790483061,7.289467400096711,5.308903140894385
2013-05-31,0.9517978846786628,-0.9136125915111856,25.418482904095946,-20.750708162338267,6.521651418614117,4.938639977350862
2013-06-28,1.433370138651314,-1.4233701386405448,25.29016249498708,-20.77214431201432,5.989385842938255,4.760398233792154
2013-07-31,1.4657199301156325,-1.4557199301275496,24.798333543330568,-21.211376173073056,5.714785027241389,4.542047413830853
2013-08-30,2.0228145388902186,-2.0109385090303022,24.614393048716398,-21.744697798688783,5.174093441506043,4.230565805908612
2013-09-30,1.6446382820615115,-1.6207011145200998,24.956571697422262,-21.411774522295712,5.674206534240647,4.516002333864537
2013-10-31,1.5551389684919057,-1.4796057743588802,24.85108843022109,-21.50586135179121,5.831802555116522,4.531837020952066
2013-11-29,1.7751312284449667,-1.6645358039227152,24.51228817104307,-21.813527084897427,5.5198642191827005,4.3102672728615605
2013-12-31,2.4786040963199687,-2.376322659159054,23.82364297392356,-22.45915428856749,4.534845356572637,3.73063607373938
2014-01-31,1.9670988218184344,-1.8316181666926712,23.960521591810302,-22.32914120540807,5.0985565253783856,4.073897717330949
2014-02-28,1.9404492372598103,-1.7622423709407429,23.978069572487485,-22.303906720049838,5.167291583376191,4.149181202999902
2014-03-31,1.6187613597836517,-1.4205408036133542,24.332295542510447,-21.958198118097783,5.5480253835821935,4.386140399647342
2014-04-30,1.207755179464079,-1.0528588597212605,24.78499063424615,-21.529539569225875,6.030008635706295,4.714601130057237
2014-05-30,1.03276817288564,-0.9050690557296084,24.70582155266925,-21.482951558134857,6.261250076082681,4.827911513643621
2014-06-30,1.0115143497678944,-0.9248890448634912,24.813991974175593,-21.705936268191387,6.451481760186608,5.007448662476411
2014-07-31,0.9236571451117932,-0.8533516624978648,24.283823937940443,-21.26859618311256,6.5255104599188165,5.100351382981743
2014-08-29,0.7384867418578567,-0.7104530893828099,24.040924676933464,-21.50025153955389,6.730738074778942,5.431942873683033
2014-09-30,0.7018206643860322,-0.6918206643860322,24.15924274309597,-21.383595591454625,6.823699000567063,5.372068929130084
2014-10-31,0.6869762538881269,-0.6769762538881269,23.961696452614703,-21.374575363509237,6.975429220862097,5.585362355287603
2014-11-28,0.6194440122259236,-0.6094440122259236,23.80925838535172,-21.368742582332693,7.501527318137697,6.128213043101133
2014-12-31,0.5364256964506052,-0.5264256964506052,23.565854216898465,-21.686654050823826,7.219323162171674,5.975699004627818
2015-01-30,1.4576608218087663,-1.4476608218036202,-1.5848032020304563,-4.111686308679716,0.4209631341286181,2.510302062932288
2015-02-27,1.490434925208745,-1.463242558500686,-1.9327759296522105,-4.459310860394165,0.3675512956252914,2.4417451161135966
2015-03-31,0.9134113666353254,-0.9034113666415792,-1.4100219196412136,-2.990891171073926,0.3053269815982617,2.0205929204897384
2015-04-30,1.2643905372291016,-1.5503905372207318,3.444288484039961,-5.524874406480473,2.137169482962331,2.391118012772409
2015-05-29,1.6159440021657605,-1.859944002170012,2.7076649031218367,-6.087132246272322,1.417821791877605,1.911269773632224
2015-06-30,2.261222720848885,-2.541222720849072,1.86986762035414,-6.755627889914527,1.1723113251669557,1.877447812106144
2015-07-31,0.8937859994907221,-1.1438098602259388,-11.043399391416528,12.037369674962873,4.73924423081402,6.298100283250992
2015-08-31,0.8071576500604282,-1.0461361175482065,-10.736708299559464,12.300187415424439,4.82272747631042,6.597911149158436
2015-09-30,1.9549424802862143,-2.379048636765277,20.23156059450949,-23.839575489908782,1.5341743543036672,1.6912885692293833
2015-10-30,1.9131229989841485,-2.2791229989875577,20.13570345565237,-23.918463400210214,1.6603412452535522,1.7979273705347945
2015-11-30,2.0689611780977777,-2.4939611780848816,19.873576797544867,-24.178769512854018,1.7134904311525223,1.8774453340129496
2015-12-30,2.2299176947631247,-2.717917694826129,19.912501175682724,-24.10930452807353,1.660984472799783,1.8155398063302284
2016-01-29,1.8029791202018501,-2.2739791202454263,19.978635863182408,-24.025623575814233,1.645205085712421,1.804327291595424
2016-02-29,1.5097408108816297,-2.0257408108540056,20.143312923356923,-23.84670666511618,1.7347575796080792,1.8882800643479658
2016-03-31,1.45653617090788,-1.9675361709093664,20.284351084059587,-23.685720156988396,1.7291168250456839,1.8667229127865888
2016-04-29,1.6897712545176131,-2.254771254520154,12.178957755247845,-15.928564856234765,1.7522024932167566,1.9860224539411375
2016-05-31,1.5153829193604114,-2.0963829194108383,12.309055062853698,-15.785287983253358,1.8380919442329855,2.064305981538822
2016-06-30,0.7670840458574724,-1.4290840458274323,12.755191076866687,-15.313160797490868,1.6652067924408303,1.8267924801086541
2016-07-29,0.7615141818545198,-1.4215141818575057,12.751344099090765,-15.300618757598667,1.749945508621228,1.9275547985621628
2016-08-31,0.879378973265568,-1.5503789732617803,12.654625476749713,-15.381845832563926,1.7903663848446647,1.982153986227192
2016-09-30,0.9238748126722446,-1.689543269679751,12.584573434272986,-15.435220397638552,1.8638384773413803,2.0715243624298023
2016-10-31,1.319403215874318,-2.1774032159134484,12.556178422906338,-15.452377518860716,1.9184182660504607,2.102695870997421
2016-11-30,1.4226720676830364,-2.2366720677277736,12.061502299343438,-15.933351630719285,1.4244613841336116,1.615297929599098
2016-12-30,1.4799995500550218,-2.499999550067175,12.036683889511652,-15.935652858511244,1.3094432394345912,1.5658516337436703
2017-01-31,1.7550701758838625,-2.471070175904538,11.779927146298366,-16.163677734584592,1.3670111785006955,1.5809879041189028
2017-02-28,1.6282521927469515,-2.5142521927695336,11.65410170277637,-16.27798204151556,1.4160553431826568,1.6620870902433662
2017-03-31,1.6928768038472939,-2.4638768038272385,11.822805414825675,-16.081222452655595,1.4756687492528897,1.6972871315557263
2017-04-28,1.6811404164205113,-2.48114041638174,11.889402070848856,-16.003055199088525,1.532893151078594,1.7379937285889395
2017-05-31,1.7535192553162855,-2.4955192553150334,23.301828636312518,-27.639314922928577,1.594969561659395,1.7211283983960466
2017-06-30,1.8274742217216249,-2.5324742217122598,23.559944568358198,-27.373810534225225,1.6697596812174458,1.7691473715573798
2017-07-31,1.906628804668872,-2.6206288047075628,23.29816076486313,-27.629348617954516,1.5367848780501507,1.6435352964166132
2017-08-31,1.7013980472476369,-2.4923980472123177,23.415214223988954,-27.507211303501638,1.5900045006835257,1.7030247442166784
2017-09-29,1.8552249332353838,-2.6252249334271367,23.35248238180621,-27.56419728278626,1.5903531790026202,1.6958240869845675
2017-10-31,1.821931787063739,-2.605931787094899,23.33823926822364,-27.572183604090352,1.6730570072002362,1.7775356888363871
2017-11-30,1.7037700815475905,-2.4897700814510992,23.539227086584173,-27.36610523622079,1.6802222141630754,1.7710958857268988
2017-12-29,1.7711486196663044,-2.5581486197951024,23.728748808288426,-27.17060864354553,1.8617554808139216,1.9300872687185058
2018-01-31,1.6802406176816864,-2.2697388503616183,24.081681928065624,-26.81006651202312,2.1058309472812424,2.081555431479632
2018-02-28,1.7328804106602032,-2.346343792503219,24.03525115349284,-26.850447864027966,2.2011324761552693,2.1651336137834667
2018-03-29,1.5992556350632674,-2.2380919612433634,24.03754037951163,-26.843803065497408,2.234944637228911,2.2183488430547715
2018-04-30,1.6728335434852764,-2.260659544245006,24.05030308502886,-26.826260491485105,2.292047125593966,2.2597616348926195
2018-05-31,1.468762220229705,-2.031981711517424,23.947939406265217,-26.92184216364171,2.408893722283778,2.367064060978918
2018-06-29,1.4557844002369478,-2.02104352470106,24.00859344353981,-26.8511707780896,2.548027038097612,2.4977934615046515
2018-07-31,1.5187166833058716,-2.1025614372009054,24.143347206740884,-26.711857040609136,2.563139988454548,2.5270686992366387
2018-08-31,1.4635353793063768,-2.0535714905999023,24.14163184852456,-26.70787034686419,2.6978804031162884,2.6565821281502418
2018-09-28,1.4610708613948304,-2.0628407280273033,24.36816520182307,-26.477814638427812,2.66003373743838,2.6050074553407883
2018-10-31,1.4673743291118386,-2.2093743291329844,24.364380098158012,-26.475840162352625,2.7217277100889814,2.6805656456359177
2018-11-30,1.4609079049465783,-2.107875188167859,24.26230987736455,-26.575954074572568,2.8881003365296167,2.832757385546268
2018-12-28,1.3161844457969416,-2.137619432193023,11.709498240177338,-14.636454674567954,1.6671797669418982,1.795953656052974
2019-01-31,1.205135711010911,-1.7785753199026706,11.740913345592313,-14.687153468929838,1.8504160947335693,1.9838751626649889
2019-02-28,1.2785843367370648,-1.8455843367371336,11.748989464098027,-14.671733113065784,1.8809815902913665,2.0266048135065717
2019-03-29,1.0587146526569546,-1.609480052635588,11.770933367609002,-14.636186574096381,2.1523585957574842,2.291857557072103
2019-04-30,1.1638570075340573,-1.7086040780248022,11.738402129272115,-14.659242933842034,2.1106242547005287,2.2459475712201025
2019-05-31,0.9244258656786593,-1.4659958182326431,11.668210164842222,-14.72274363153912,1.9936431117459597,2.154325095447869
2019-06-28,0.6995596547880963,-1.2649104074725337,11.787027981677824,-14.593528562046885,2.082293205905536,2.2125006651409183
2019-07-31,0.6028521391705971,-1.2393058412699678,11.858374175121288,-14.514586196211296,2.380112828666603,2.5101318832300383
2019-08-30,0.12888152987364224,-0.9599513006593556,12.09427018117786,-14.24723405163948,2.0208627198169515,2.1806473738906256
2019-09-30,0.2685212107176342,-0.9386522295068512,12.104227317516402,-14.213919706722812,2.4104826229496905,2.5222530957810956
2019-10-31,0.4652071063706854,-1.135821987308751,12.164633813542974,-14.136150025084953,2.429905679059799,2.5668065253763657
2019-11-29,0.5251865302651421,-1.1262065010362958,12.134832830769653,-14.157744041868725,2.3972014932814,2.5210618126520914
2019-12-30,0.2765214053448205,-0.9655214057474124,12.096720629653914,-11.48198795717681,7.472606456590843,6.7189477329363525
